text,label
Reliance Industries announces organizational restructuring.,neutral
UltraTech Cement announces organizational restructuring.,neutral
Shares of Wipro trade flat amid mixed market sentiment.,neutral
TCS schedules board meeting for Q4.,neutral
Shares of Adani Ports trade flat amid mixed market sentiment.,neutral
SBI misses earnings estimates with 13% drop in profit.,negative
Market participants await Sun Pharma quarterly results.,neutral
Market participants await Mahindra & Mahindra quarterly results.,neutral
Dr. Reddy's reports a 33% rise in quarterly revenue.,positive
Wipro announces organizational restructuring.,neutral
Investors exit HDFC Bank after disappointing Q3 guidance.,negative
Analysts upgrade Cipla on improved growth outlook.,positive
Infosys stock plunges 13% amid concerns over debt levels.,negative
Analysts upgrade Tata Motors on improved growth outlook.,positive
Mahindra & Mahindra announces 29% increase in dividend payout.,positive
Tata Motors announces leadership changes in key divisions.,neutral
HCL Technologies reports robust performance with revenue of INR 3909 crore in Q3.,positive
Shares of Titan Company surge after strong Q3 results.,positive
Analysts downgrade Power Grid citing poor performance.,negative
UltraTech Cement misses earnings estimates with 8% drop in profit.,negative
ITC stock plunges 9% amid concerns over debt levels.,negative
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Reliance Industries introduces a new product line in the domestic market.,neutral
Shares of HDFC Bank fall after weak Q1 results.,negative
Wipro announces organizational restructuring.,neutral
HCL Technologies announces 26% increase in dividend payout.,positive
Reliance Industries introduces a new product line in the domestic market.,neutral
Investors exit TCS after disappointing Q3 guidance.,negative
Power Grid reports a 24% decline in net profit.,negative
Infosys misses earnings estimates with 19% drop in profit.,negative
Maruti Suzuki stock plunges 15% amid concerns over debt levels.,negative
Regulatory action against Kotak Mahindra Bank triggers sell-off.,negative
Asian Paints posts losses of INR 2310 crore this quarter.,negative
Analysts downgrade HDFC Bank citing poor performance.,negative
Hindustan Unilever announces organizational restructuring.,neutral
Axis Bank misses earnings estimates with 8% drop in profit.,negative
Maruti Suzuki beats market expectations with 6% profit growth.,positive
Dr. Reddy's stock hits 52-week high on strong demand.,positive
Shares of Tech Mahindra surge after strong Q1 results.,positive
Power Grid faces regulatory investigation over irregularities.,negative
HDFC Bank announces leadership changes in key divisions.,neutral
TCS completes successful acquisition of Tech Solutions.,positive
Maruti Suzuki reports a 5% rise in quarterly revenue.,positive
Shares of ICICI Bank surge after strong Q4 results.,positive
Investors exit Bajaj Finance after disappointing Q3 guidance.,negative
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
SBI completes successful acquisition of Logistics Inc.,positive
Shares of UltraTech Cement fall after weak Q3 results.,negative
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Market participants await Axis Bank quarterly results.,neutral
HCL Technologies announces leadership changes in key divisions.,neutral
Regulatory action against Power Grid triggers sell-off.,negative
SBI beats market expectations with 30% profit growth.,positive
Hindustan Unilever faces regulatory investigation over irregularities.,negative
SBI introduces a new product line in the domestic market.,neutral
ICICI Bank faces legal challenges impacting market confidence.,negative
HDFC Bank faces legal challenges impacting market confidence.,negative
Market participants await JSW Steel quarterly results.,neutral
Analysts downgrade Wipro citing poor performance.,negative
JSW Steel completes acquisition of Logistics Inc.,neutral
HDFC Bank posts losses of INR 1717 crore this quarter.,negative
JSW Steel beats market expectations with 5% profit growth.,positive
Sun Pharma introduces a new product line in the domestic market.,neutral
Market participants await Titan Company quarterly results.,neutral
Regulatory action against Tata Motors triggers sell-off.,negative
Market participants await Power Grid quarterly results.,neutral
Analysts upgrade Power Grid on improved growth outlook.,positive
Market participants await TCS quarterly results.,neutral
ITC introduces a new product line in the domestic market.,neutral
Mahindra & Mahindra posts record profits of INR 3993 crore.,positive
Analysts upgrade Wipro on improved growth outlook.,positive
Shares of Bharti Airtel trade flat amid mixed market sentiment.,neutral
Analysts downgrade ITC citing poor performance.,negative
Sun Pharma completes successful acquisition of Energy Solutions.,positive
SBI posts losses of INR 1763 crore this quarter.,negative
Mahindra & Mahindra posts record profits of INR 4370 crore.,positive
Dr. Reddy's reports a 10% rise in quarterly revenue.,positive
ITC faces regulatory investigation over irregularities.,negative
Analysts upgrade Mahindra & Mahindra on improved growth outlook.,positive
Investors cheer as HDFC Bank secures major contract worth INR 635 crore.,positive
Power Grid announces organizational restructuring.,neutral
Bajaj Finance schedules board meeting for Q3.,neutral
SBI misses earnings estimates with 7% drop in profit.,negative
Shares of Dr. Reddy's fall after weak Q2 results.,negative
Analysts upgrade ITC on improved growth outlook.,positive
Reliance Industries introduces a new product line in the domestic market.,neutral
Market participants await Sun Pharma quarterly results.,neutral
Investors exit HDFC Bank after disappointing Q4 guidance.,negative
Shares of JSW Steel trade flat amid mixed market sentiment.,neutral
Kotak Mahindra Bank announces organizational restructuring.,neutral
Investors exit ICICI Bank after disappointing Q4 guidance.,negative
ITC posts record profits of INR 3889 crore.,positive
Cipla reports a 7% decline in net profit.,negative
Power Grid beats market expectations with 23% profit growth.,positive
Infosys introduces a new product line in the domestic market.,neutral
ICICI Bank introduces a new product line in the domestic market.,neutral
Bharti Airtel misses earnings estimates with 20% drop in profit.,negative
Infosys posts record profits of INR 474 crore.,positive
UltraTech Cement faces regulatory investigation over irregularities.,negative
Asian Paints reports a 11% decline in net profit.,negative
Dr. Reddy's stock hits 52-week high on strong demand.,positive
Investors cheer as Infosys secures major contract worth INR 1253 crore.,positive
Shares of ICICI Bank fall after weak Q2 results.,negative
Regulatory action against HDFC Bank triggers sell-off.,negative
Reliance Industries schedules board meeting for Q3.,neutral
Asian Paints announces leadership changes in key divisions.,neutral
Mahindra & Mahindra faces regulatory investigation over irregularities.,negative
Investors exit Mahindra & Mahindra after disappointing Q2 guidance.,negative
Investors cheer as Maruti Suzuki secures major contract worth INR 2600 crore.,positive
ICICI Bank stock hits 52-week high on strong demand.,positive
Tech Mahindra posts record profits of INR 4907 crore.,positive
Regulatory action against Tech Mahindra triggers sell-off.,negative
Adani Ports posts record profits of INR 971 crore.,positive
Regulatory action against ICICI Bank triggers sell-off.,negative
Tech Mahindra faces regulatory investigation over irregularities.,negative
Power Grid posts losses of INR 4642 crore this quarter.,negative
Infosys announces 30% increase in dividend payout.,positive
Analysts upgrade Mahindra & Mahindra on improved growth outlook.,positive
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Mahindra & Mahindra completes acquisition of Energy Solutions.,neutral
Market participants await Hindustan Unilever quarterly results.,neutral
Axis Bank introduces a new product line in the domestic market.,neutral
Analysts downgrade TCS citing poor performance.,negative
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Investors cheer as HCL Technologies secures major contract worth INR 1104 crore.,positive
Mahindra & Mahindra announces organizational restructuring.,neutral
Power Grid completes successful acquisition of Energy Solutions.,positive
Power Grid completes acquisition of Logistics Inc.,neutral
Asian Paints introduces a new product line in the domestic market.,neutral
JSW Steel faces regulatory investigation over irregularities.,negative
Investors exit JSW Steel after disappointing Q4 guidance.,negative
Kotak Mahindra Bank misses earnings estimates with 14% drop in profit.,negative
Shares of Mahindra & Mahindra trade flat amid mixed market sentiment.,neutral
HCL Technologies announces 25% increase in dividend payout.,positive
Shares of Tata Motors trade flat amid mixed market sentiment.,neutral
Kotak Mahindra Bank posts record profits of INR 2709 crore.,positive
JSW Steel misses earnings estimates with 17% drop in profit.,negative
Power Grid announces leadership changes in key divisions.,neutral
TCS announces organizational restructuring.,neutral
Infosys introduces a new product line in the domestic market.,neutral
Analysts downgrade UltraTech Cement citing poor performance.,negative
TCS reports a 14% decline in net profit.,negative
Analysts upgrade Adani Ports on improved growth outlook.,positive
Shares of Mahindra & Mahindra surge after strong Q3 results.,positive
Mahindra & Mahindra completes acquisition of Digital Services.,neutral
Investors cheer as Tech Mahindra secures major contract worth INR 3708 crore.,positive
Sun Pharma introduces a new product line in the domestic market.,neutral
HCL Technologies completes acquisition of Energy Solutions.,neutral
Dr. Reddy's completes successful acquisition of Capital Ltd.,positive
Asian Paints faces regulatory investigation over irregularities.,negative
Cipla announces 31% increase in dividend payout.,positive
Reliance Industries reports a 26% rise in quarterly revenue.,positive
Bharti Airtel posts record profits of INR 4325 crore.,positive
Hindustan Unilever reports a 23% decline in net profit.,negative
Bharti Airtel introduces a new product line in the domestic market.,neutral
Mahindra & Mahindra reports a 13% decline in net profit.,negative
UltraTech Cement stock plunges 23% amid concerns over debt levels.,negative
Wipro announces organizational restructuring.,neutral
Titan Company stock hits 52-week high on strong demand.,positive
JSW Steel announces organizational restructuring.,neutral
Titan Company faces legal challenges impacting market confidence.,negative
UltraTech Cement introduces a new product line in the domestic market.,neutral
Maruti Suzuki completes acquisition of Digital Services.,neutral
Asian Paints posts losses of INR 1640 crore this quarter.,negative
Asian Paints stock hits 52-week high on strong demand.,positive
Tata Motors introduces a new product line in the domestic market.,neutral
Analysts downgrade Tata Motors citing poor performance.,negative
Bharti Airtel announces leadership changes in key divisions.,neutral
UltraTech Cement announces 15% increase in dividend payout.,positive
Power Grid introduces a new product line in the domestic market.,neutral
Shares of Hindustan Unilever trade flat amid mixed market sentiment.,neutral
UltraTech Cement beats market expectations with 21% profit growth.,positive
Mahindra & Mahindra announces organizational restructuring.,neutral
Sun Pharma beats market expectations with 6% profit growth.,positive
Sun Pharma introduces a new product line in the domestic market.,neutral
Investors cheer as Tech Mahindra secures major contract worth INR 2627 crore.,positive
Shares of Sun Pharma trade flat amid mixed market sentiment.,neutral
HDFC Bank faces legal challenges impacting market confidence.,negative
ICICI Bank posts record profits of INR 1740 crore.,positive
Shares of Infosys fall after weak Q4 results.,negative
ICICI Bank reports robust performance with revenue of INR 2830 crore in Q1.,positive
Analysts downgrade Hindustan Unilever citing poor performance.,negative
TCS reports robust performance with revenue of INR 4965 crore in Q1.,positive
Tech Mahindra introduces a new product line in the domestic market.,neutral
UltraTech Cement misses earnings estimates with 13% drop in profit.,negative
Power Grid announces leadership changes in key divisions.,neutral
Hindustan Unilever announces leadership changes in key divisions.,neutral
HDFC Bank announces leadership changes in key divisions.,neutral
Analysts upgrade Kotak Mahindra Bank on improved growth outlook.,positive
Analysts upgrade Hindustan Unilever on improved growth outlook.,positive
Maruti Suzuki posts losses of INR 1611 crore this quarter.,negative
ITC schedules board meeting for Q2.,neutral
Shares of HCL Technologies fall after weak Q4 results.,negative
Bharti Airtel posts record profits of INR 942 crore.,positive
UltraTech Cement reports a 15% decline in net profit.,negative
Tata Motors beats market expectations with 22% profit growth.,positive
Axis Bank introduces a new product line in the domestic market.,neutral
Maruti Suzuki announces 5% increase in dividend payout.,positive
Wipro schedules board meeting for Q4.,neutral
Investors exit Tata Motors after disappointing Q3 guidance.,negative
Shares of Maruti Suzuki surge after strong Q4 results.,positive
UltraTech Cement posts losses of INR 1704 crore this quarter.,negative
Analysts downgrade ICICI Bank citing poor performance.,negative
Shares of Sun Pharma surge after strong Q1 results.,positive
Sun Pharma reports a 15% decline in net profit.,negative
TCS completes acquisition of Energy Solutions.,neutral
Infosys misses earnings estimates with 24% drop in profit.,negative
Investors exit Bajaj Finance after disappointing Q2 guidance.,negative
Mahindra & Mahindra announces 13% increase in dividend payout.,positive
Infosys posts losses of INR 3558 crore this quarter.,negative
Tech Mahindra schedules board meeting for Q2.,neutral
ICICI Bank announces leadership changes in key divisions.,neutral
Analysts upgrade Axis Bank on improved growth outlook.,positive
Titan Company faces regulatory investigation over irregularities.,negative
Analysts downgrade Axis Bank citing poor performance.,negative
Adani Ports completes successful acquisition of Logistics Inc.,positive
Mahindra & Mahindra reports robust performance with revenue of INR 1575 crore in Q2.,positive
Titan Company faces legal challenges impacting market confidence.,negative
Shares of ICICI Bank surge after strong Q1 results.,positive
Regulatory action against ITC triggers sell-off.,negative
Power Grid stock hits 52-week high on strong demand.,positive
Infosys faces regulatory investigation over irregularities.,negative
HCL Technologies beats market expectations with 8% profit growth.,positive
Shares of Axis Bank trade flat amid mixed market sentiment.,neutral
Market participants await HDFC Bank quarterly results.,neutral
Investors exit Infosys after disappointing Q3 guidance.,negative
Shares of Reliance Industries trade flat amid mixed market sentiment.,neutral
Dr. Reddy's schedules board meeting for Q4.,neutral
Asian Paints introduces a new product line in the domestic market.,neutral
Shares of Reliance Industries surge after strong Q3 results.,positive
Shares of Mahindra & Mahindra trade flat amid mixed market sentiment.,neutral
Bajaj Finance stock plunges 16% amid concerns over debt levels.,negative
Wipro reports a 15% decline in net profit.,negative
Investors exit Power Grid after disappointing Q3 guidance.,negative
Regulatory action against Titan Company triggers sell-off.,negative
Mahindra & Mahindra announces organizational restructuring.,neutral
Shares of Power Grid fall after weak Q4 results.,negative
Investors exit Tata Motors after disappointing Q3 guidance.,negative
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Tata Motors completes acquisition of Digital Services.,neutral
Market participants await Wipro quarterly results.,neutral
HDFC Bank faces regulatory investigation over irregularities.,negative
Mahindra & Mahindra beats market expectations with 28% profit growth.,positive
Mahindra & Mahindra announces organizational restructuring.,neutral
Mahindra & Mahindra faces legal challenges impacting market confidence.,negative
UltraTech Cement posts record profits of INR 4323 crore.,positive
Bharti Airtel completes successful acquisition of Capital Ltd.,positive
Market participants await Titan Company quarterly results.,neutral
HCL Technologies introduces a new product line in the domestic market.,neutral
Dr. Reddy's schedules board meeting for Q1.,neutral
Investors exit Wipro after disappointing Q4 guidance.,negative
ICICI Bank posts losses of INR 3500 crore this quarter.,negative
HDFC Bank posts losses of INR 3830 crore this quarter.,negative
Shares of Power Grid fall after weak Q1 results.,negative
UltraTech Cement stock hits 52-week high on strong demand.,positive
TCS introduces a new product line in the domestic market.,neutral
Adani Ports introduces a new product line in the domestic market.,neutral
Maruti Suzuki misses earnings estimates with 8% drop in profit.,negative
Tata Motors posts losses of INR 905 crore this quarter.,negative
"Share Market Highlights 14th October 2025: Stock markets fall for 2nd day on weak global trends, fresh foreign fund outflows. Sensex, Nifty, Share Prices Highlights: Benchmark stock indices Sensex and Nifty ended lower on Tuesday amid weak trends in Asian and European markets and fresh foreign fund outflows. Reversing its early gains, the 30-share BSE Sensex declined 297.07 points or 0.36% to settle at 82,029.98. The 50-share NSE Nifty went lower by 81.85 points or 0.32% to 25,145.50. Bajaj Finance, Bharat Electronics, Tata Steel, Tata Consultancy Services, NTPC, Trent, Asian Paints and Axis Bank were the major laggards among Sensex stocks. However, Tech Mahindra, ICICI Bank, Power Grid, Hindustan Unilever and Reliance Industries were among the gainers. US markets ended sharply higher on Monday. Global oil benchmark Brent crude dropped 1.82% to $62.17 a barrel. Foreign Institutional Investors (FIIs) offloaded equities worth ₹240.10 crore on Monday, according to exchange data.",negative
Reliance Industries completes successful acquisition of Capital Ltd.,positive
Cipla posts record profits of INR 3958 crore.,positive
Tata Motors posts losses of INR 3776 crore this quarter.,negative
Asian Paints reports a 12% decline in net profit.,negative
SBI posts record profits of INR 2580 crore.,positive
SBI stock hits 52-week high on strong demand.,positive
ICICI Bank announces organizational restructuring.,neutral
Kotak Mahindra Bank announces organizational restructuring.,neutral
Power Grid announces 24% increase in dividend payout.,positive
Investors exit ITC after disappointing Q2 guidance.,negative
Infosys introduces a new product line in the domestic market.,neutral
Axis Bank completes successful acquisition of Capital Ltd.,positive
Maruti Suzuki reports a 10% decline in net profit.,negative
"Muhurat trading 2025: Adani Ports, Reliance to Eternal — Kotak Securities lists seven stocks to buy for Samvat 2082. As part of their stock ideas for Samvat 2082, Kotak Securities listed seven stocks, including several blue-chip names like Adani Ports, Reliance Industries, and Eternal among others.",positive
Asian Paints schedules board meeting for Q1.,neutral
JSW Steel completes acquisition of Digital Services.,neutral
Tech Mahindra completes acquisition of Financial Corp.,neutral
Asian Paints announces 28% increase in dividend payout.,positive
Sun Pharma faces regulatory investigation over irregularities.,negative
Sun Pharma reports robust performance with revenue of INR 260 crore in Q4.,positive
Investors exit UltraTech Cement after disappointing Q4 guidance.,negative
Axis Bank misses earnings estimates with 3% drop in profit.,negative
Asian Paints posts record profits of INR 1144 crore.,positive
HDFC Bank posts record profits of INR 889 crore.,positive
Kotak Mahindra Bank completes acquisition of Digital Services.,neutral
Investors exit Sun Pharma after disappointing Q4 guidance.,negative
Mahindra & Mahindra stock plunges 25% amid concerns over debt levels.,negative
HCL Technologies completes acquisition of Logistics Inc.,neutral
ICICI Bank announces organizational restructuring.,neutral
Infosys completes acquisition of Digital Services.,neutral
Mahindra & Mahindra reports a 32% rise in quarterly revenue.,positive
Shares of Tech Mahindra fall after weak Q1 results.,negative
Asian Paints schedules board meeting for Q3.,neutral
Hindustan Unilever stock plunges 3% amid concerns over debt levels.,negative
Shares of Reliance Industries fall after weak Q1 results.,negative
Wipro posts record profits of INR 1581 crore.,positive
Axis Bank completes acquisition of Digital Services.,neutral
ICICI Bank introduces a new product line in the domestic market.,neutral
Power Grid schedules board meeting for Q1.,neutral
"Analysts bullish on HDFC Bank post Q2 results, revise target prices. Following HDFC Bank's strong Q2 FY2026 results, several prominent brokerage firms have reaffirmed their 'Buy' ratings and subsequently revised their target prices upwards. Jefferies notably raised its target price for HDFC Bank to ₹2,050 from its previous ₹1,900, citing robust loan growth and improving Net Interest Margins (NIMs) as key drivers. CLSA maintained its 'Outperform' rating, setting a target of ₹1,980, highlighting the bank's consistent asset quality and its strong, well-established deposit franchise. Morgan Stanley also provided a positive outlook, emphasizing the bank's operational efficiency and the anticipated synergy benefits stemming from its recent merger. The average target price across leading brokerages now stands at ₹1,990, suggesting a potential upside of over 18% from the current market levels. During the post-earnings call, the bank's management expressed confidence in achieving its full-year growth targets, reinforcing analyst optimism.",neutral
JSW Steel misses earnings estimates with 13% drop in profit.,negative
HDFC Bank announces leadership changes in key divisions.,neutral
SBI announces organizational restructuring.,neutral
Investors cheer as Sun Pharma secures major contract worth INR 1353 crore.,positive
Titan Company posts losses of INR 795 crore this quarter.,negative
Mahindra & Mahindra misses earnings estimates with 20% drop in profit.,negative
Analysts upgrade ICICI Bank on improved growth outlook.,positive
Investors exit Kotak Mahindra Bank after disappointing Q1 guidance.,negative
Kotak Mahindra Bank stock hits 52-week high on strong demand.,positive
Adani Ports reports robust performance with revenue of INR 1489 crore in Q4.,positive
Dr. Reddy's faces regulatory investigation over irregularities.,negative
Market participants await Infosys quarterly results.,neutral
Hindustan Unilever beats market expectations with 13% profit growth.,positive
Shares of TCS trade flat amid mixed market sentiment.,neutral
ITC announces 13% increase in dividend payout.,positive
Tata Motors reports robust performance with revenue of INR 1456 crore in Q4.,positive
Wipro posts losses of INR 4500 crore this quarter.,negative
Adani Ports completes successful acquisition of Energy Solutions.,positive
Analysts upgrade Power Grid on improved growth outlook.,positive
Asian Paints stock plunges 22% amid concerns over debt levels.,negative
Cipla posts record profits of INR 4394 crore.,positive
TCS beats market expectations with 15% profit growth.,positive
HDFC Bank faces regulatory investigation over irregularities.,negative
HCL Technologies stock plunges 13% amid concerns over debt levels.,negative
Cipla announces leadership changes in key divisions.,neutral
Adani Ports stock plunges 10% amid concerns over debt levels.,negative
Power Grid posts record profits of INR 4974 crore.,positive
ITC announces 29% increase in dividend payout.,positive
TCS completes successful acquisition of Tech Solutions.,positive
Asian Paints stock plunges 14% amid concerns over debt levels.,negative
HCL Technologies introduces a new product line in the domestic market.,neutral
Power Grid stock hits 52-week high on strong demand.,positive
Asian Paints reports a 7% rise in quarterly revenue.,positive
Investors exit JSW Steel after disappointing Q1 guidance.,negative
Power Grid stock hits 52-week high on strong demand.,positive
Shares of HDFC Bank trade flat amid mixed market sentiment.,neutral
Market participants await Asian Paints quarterly results.,neutral
Investors cheer as Infosys secures major contract worth INR 2012 crore.,positive
TCS introduces a new product line in the domestic market.,neutral
JSW Steel misses earnings estimates with 4% drop in profit.,negative
Shares of SBI trade flat amid mixed market sentiment.,neutral
Wipro stock plunges 3% amid concerns over debt levels.,negative
Shares of Mahindra & Mahindra surge after strong Q2 results.,positive
ITC stock hits 52-week high on strong demand.,positive
Analysts downgrade Tech Mahindra citing poor performance.,negative
Shares of HDFC Bank fall after weak Q2 results.,negative
Bharti Airtel faces legal challenges impacting market confidence.,negative
Analysts downgrade HDFC Bank citing poor performance.,negative
Dr. Reddy's reports a 20% decline in net profit.,negative
Asian Paints announces leadership changes in key divisions.,neutral
Analysts downgrade Sun Pharma citing poor performance.,negative
Market participants await ICICI Bank quarterly results.,neutral
Mahindra & Mahindra misses earnings estimates with 16% drop in profit.,negative
Dr. Reddy's announces leadership changes in key divisions.,neutral
Sun Pharma announces organizational restructuring.,neutral
ITC announces 25% increase in dividend payout.,positive
Market participants await TCS quarterly results.,neutral
Titan Company announces 22% increase in dividend payout.,positive
Hindustan Unilever introduces a new product line in the domestic market.,neutral
Shares of HDFC Bank fall after weak Q2 results.,negative
JSW Steel posts losses of INR 4288 crore this quarter.,negative
Analysts upgrade TCS on improved growth outlook.,positive
Investors cheer as Maruti Suzuki secures major contract worth INR 4642 crore.,positive
Bajaj Finance schedules board meeting for Q1.,neutral
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Shares of Power Grid fall after weak Q3 results.,negative
Infosys announces 14% increase in dividend payout.,positive
JSW Steel announces organizational restructuring.,neutral
Adani Ports reports a 6% rise in quarterly revenue.,positive
Sun Pharma beats market expectations with 22% profit growth.,positive
Analysts downgrade Bharti Airtel citing poor performance.,negative
JSW Steel reports robust performance with revenue of INR 4701 crore in Q3.,positive
Dr. Reddy's completes successful acquisition of Financial Corp.,positive
ITC beats market expectations with 7% profit growth.,positive
Reliance Industries announces leadership changes in key divisions.,neutral
Shares of Adani Ports trade flat amid mixed market sentiment.,neutral
Market participants await Tech Mahindra quarterly results.,neutral
Investors exit HCL Technologies after disappointing Q4 guidance.,negative
Regulatory action against Maruti Suzuki triggers sell-off.,negative
Sun Pharma announces organizational restructuring.,neutral
Analysts upgrade Maruti Suzuki on improved growth outlook.,positive
Analysts downgrade Adani Ports citing poor performance.,negative
ICICI Bank reports robust performance with revenue of INR 2002 crore in Q4.,positive
Titan Company announces leadership changes in key divisions.,neutral
Shares of HDFC Bank trade flat amid mixed market sentiment.,neutral
Wipro announces leadership changes in key divisions.,neutral
UltraTech Cement announces organizational restructuring.,neutral
Shares of Hindustan Unilever surge after strong Q3 results.,positive
Dr. Reddy's misses earnings estimates with 23% drop in profit.,negative
Cipla reports a 28% rise in quarterly revenue.,positive
Dr. Reddy's announces organizational restructuring.,neutral
UltraTech Cement completes acquisition of Logistics Inc.,neutral
ICICI Bank reports robust performance with revenue of INR 638 crore in Q2.,positive
Reliance Industries faces regulatory investigation over irregularities.,negative
Shares of Kotak Mahindra Bank trade flat amid mixed market sentiment.,neutral
SBI beats market expectations with 30% profit growth.,positive
TCS posts record profits of INR 3346 crore.,positive
Infosys reports a 6% rise in quarterly revenue.,positive
JSW Steel misses earnings estimates with 8% drop in profit.,negative
Tech Mahindra faces regulatory investigation over irregularities.,negative
Asian Paints announces organizational restructuring.,neutral
HCL Technologies schedules board meeting for Q1.,neutral
Shares of Mahindra & Mahindra surge after strong Q4 results.,positive
Investors cheer as Dr. Reddy's secures major contract worth INR 4118 crore.,positive
Tata Motors announces 34% increase in dividend payout.,positive
Bajaj Finance announces leadership changes in key divisions.,neutral
Market participants await Infosys quarterly results.,neutral
Hindustan Unilever announces organizational restructuring.,neutral
HCL Technologies completes acquisition of Logistics Inc.,neutral
HCL Technologies faces regulatory investigation over irregularities.,negative
Analysts upgrade Reliance Industries on improved growth outlook.,positive
SBI reports robust performance with revenue of INR 539 crore in Q2.,positive
Wipro reports a 17% rise in quarterly revenue.,positive
Analysts upgrade Infosys on improved growth outlook.,positive
Market participants await Mahindra & Mahindra quarterly results.,neutral
Investors exit Adani Ports after disappointing Q1 guidance.,negative
Bajaj Finance stock hits 52-week high on strong demand.,positive
Asian Paints completes successful acquisition of Financial Corp.,positive
Investors exit Dr. Reddy's after disappointing Q1 guidance.,negative
Shares of Mahindra & Mahindra surge after strong Q2 results.,positive
Titan Company reports a 8% decline in net profit.,negative
Shares of JSW Steel fall after weak Q2 results.,negative
Shares of Kotak Mahindra Bank surge after strong Q1 results.,positive
Asian Paints posts record profits of INR 3776 crore.,positive
Investors exit Bajaj Finance after disappointing Q2 guidance.,negative
Analysts upgrade Dr. Reddy's on improved growth outlook.,positive
Tech Mahindra completes acquisition of Tech Solutions.,neutral
Bharti Airtel introduces a new product line in the domestic market.,neutral
Power Grid announces 12% increase in dividend payout.,positive
HCL Technologies introduces a new product line in the domestic market.,neutral
UltraTech Cement posts record profits of INR 1352 crore.,positive
Wipro posts losses of INR 3862 crore this quarter.,negative
Shares of Bharti Airtel surge after strong Q1 results.,positive
Hindustan Unilever posts losses of INR 2342 crore this quarter.,negative
SBI stock plunges 23% amid concerns over debt levels.,negative
Hindustan Unilever schedules board meeting for Q4.,neutral
Investors exit ICICI Bank after disappointing Q4 guidance.,negative
Kotak Mahindra Bank posts record profits of INR 3028 crore.,positive
Tech Mahindra posts losses of INR 4791 crore this quarter.,negative
Dr. Reddy's schedules board meeting for Q1.,neutral
Mahindra & Mahindra announces organizational restructuring.,neutral
Investors exit Axis Bank after disappointing Q3 guidance.,negative
ITC reports a 19% rise in quarterly revenue.,positive
Maruti Suzuki completes successful acquisition of Capital Ltd.,positive
JSW Steel introduces a new product line in the domestic market.,neutral
Shares of Infosys fall after weak Q2 results.,negative
Shares of Cipla fall after weak Q3 results.,negative
Cipla reports robust performance with revenue of INR 920 crore in Q1.,positive
Tech Mahindra introduces a new product line in the domestic market.,neutral
Reliance Industries reports a 19% decline in net profit.,negative
Shares of Adani Ports surge after strong Q1 results.,positive
Power Grid announces leadership changes in key divisions.,neutral
Reliance Industries reports a 22% decline in net profit.,negative
UltraTech Cement posts record profits of INR 1240 crore.,positive
Market participants await Reliance Industries quarterly results.,neutral
ICICI Bank posts losses of INR 829 crore this quarter.,negative
Dr. Reddy's reports a 11% rise in quarterly revenue.,positive
Investors cheer as ITC secures major contract worth INR 1953 crore.,positive
Analysts upgrade Axis Bank on improved growth outlook.,positive
Shares of Cipla trade flat amid mixed market sentiment.,neutral
Reliance Industries stock hits 52-week high on strong demand.,positive
Investors exit Asian Paints after disappointing Q4 guidance.,negative
Shares of Dr. Reddy's fall after weak Q1 results.,negative
"NHPC Commissions 240 MW Dibang Multipurpose Project, Boosts Hydropower Capacity. NHPC Limited (NSE: NHPC) officially announced the commissioning of the final 240 MW unit of its Dibang Multipurpose Hydropower Project in Arunachal Pradesh, bringing the project to its full operational capacity. This significant milestone adds a substantial 240 MW to NHPC's total installed generation capacity, reinforcing its position as India's leading hydropower producer. The Dibang project, with an estimated total cost of ₹18,500 crore, is projected to generate approximately 1,200 million units of electricity annually, contributing significantly to the national grid. This expansion is expected to positively impact NHPC's future revenue streams and operational efficiency, aligning with the government's push for renewable energy sources. Following the news, NHPC's stock price on the NSE saw a modest gain of 1.8%, closing at ₹66.15, with increased trading activity. The commissioning was part of a broader strategic initiative to enhance India's clean energy infrastructure, as highlighted by a Ministry of Power official. This development is anticipated to improve NHPC's long-term earnings visibility and attract further institutional investor interest in its green energy portfolio.",neutral
Cipla introduces a new product line in the domestic market.,neutral
Hindustan Unilever faces legal challenges impacting market confidence.,negative
ICICI Bank reports a 26% rise in quarterly revenue.,positive
UltraTech Cement stock plunges 13% amid concerns over debt levels.,negative
Bharti Airtel posts losses of INR 2453 crore this quarter.,negative
UltraTech Cement posts losses of INR 2874 crore this quarter.,negative
Shares of Asian Paints trade flat amid mixed market sentiment.,neutral
Cipla faces regulatory investigation over irregularities.,negative
Analysts downgrade JSW Steel citing poor performance.,negative
Mahindra & Mahindra announces 35% increase in dividend payout.,positive
Hindustan Unilever stock plunges 22% amid concerns over debt levels.,negative
HDFC Bank schedules board meeting for Q3.,neutral
Analysts downgrade Sun Pharma citing poor performance.,negative
Power Grid posts record profits of INR 2084 crore.,positive
Hindustan Unilever announces organizational restructuring.,neutral
Analysts downgrade ITC citing poor performance.,negative
